SKU,Product_Name,Category,Supplier,Stock_Qty,Reorder_Level,Unit_Cost,Warehouse,Last_Restock,Status
SKU-500279,Product 280,Electronics,Nova Wholesale,772,39,1666.03,WH-BNE,19/05/2026,
SKU-500280,Product 281,Home & Living,Vertex Trading,578,95,1397.96,WH-MEL,unknown,In Stock
SKU-500281,product_name,Unknown,Global Parts,130,23,687.19,Sydney Warehouse,2025/12/23,In Stock
SKU-500282,Unknown Item,Electronics,Metro Goods,719,94,765.37,WH-ADE,2026-04-23,In Stock
SKU-500283,123456,Accessories,Metro Goods,258,40,511.97,WH-BNE,Feb 30 2025,unknown
SKU-500284,,Electronics,PrimeSource,484,128,669.73,Sydney Warehouse,11.02.2025,In Stock
SKU-500285,Unknown Item,Accessories,Metro Goods,776,78,1779.65,WH-SYD,2023/04/13,In Stock
SKU-????,N/A,Electronics,Global Parts ,"1,200",34,2225.47,ADE,2021-04-16,In Stock
sku-500287,Product 288,Electronics,Nova Wholesale,738,112,1564.93,WH-MEL,2024/07/13,In Stock
SKU-500288,Product 289,electronics,Apex Supply,808,102,388.92,WH-ADE,null,In Stock
SKU-500289,Product 290,Accessories,GlobalParts,1O0,55,1437.55,Sydney Warehouse,03-22-2022,In Stock
SKU-500290,Product 291,,Global Parts,118,69,2311.44,WH-BNE,02/04/2023,In Stock
SKU-500291,Product 292,ELECTRONICS ,Nova,710,95,953.14,,31/07/2025,Not Available
SKU-500292,Product 293,Electronics,Vertex Trading,695,N/A,452.16,WH-PER,03.04.2022,In Stock
N/A,Product  294,Office,Metro Goods,N/A,128,9999999,Melbourne WH,2021/12/13,In Stock
SKU 500294,Product 295,Software,Vertex Trading,103,1O,808.68,WH-MEL,2023-10-04,Low Stock
SKU-500295,,Electronics,Prime Source,868,118,,WH-ADE,08.09.2025,In Stock
SKU-500296,Product 297,office supplies,Vertex Trading,842,17,314.77,WH-BNE,2021/07/27,In Stock
SKU-500297,123456,Accessories,PrimeSource,19,twenty,1656.61,WH-MEL,2026/03/04,
SKU-500298,Product 299,Unknown,Metro Goods,,122,1165.04,WH-ADE,13/08/2025,Low Stock
SKU-????,Product 300,OFFICE,Global Parts,-1,99,1113.54,WH-MEL,2024/01/10,N/A
SKU-????,Product 301,Software,Vertex Trading,1O0,1O,"1,299.50",,28 Mar 2026,In Stock
SKU-500301,,Accessories,Nova Wholesale,527,140,975.69,wh-per ,01.10.2021,In Stock
SKU-????,Product 303,electronic,123,-50,68,1024.2,Melbourne WH,05-30-2022,unknown
SKU-500303,Unknown Item,N/A,,643,102,9999999,WH-SYD,06.08.2025,In Stock
SKU-500304,123456,electronics,Apex Supply,674,74,1774.87,WH-MEL,2022-07-10,In Stock
SKU-????,Product 306,Accessories,Metro Goods,293,100,FREE,WH-ADE,17 Aug 2026,In Stock
SKU-500306,Unknown Item,Electronics,Global Parts,627,35,925.64,WH-PER,2021-04-01,In Stock
SKU-500307,Product 308,Office,Global Parts,ten,1O,287.27,WH-SYD,2021-07-16,In Stock
SKU-500308,Product 309,Office,Metro Goods,677,48,AUD 500,WH-bne,2025-04-09,1
SKU-500309, Product 310,OFFICE,PrimeSource,889,93,93.54,WH-MEL,2026-02-31,In Stock
SKU-500310,Product,N/A,PrimeSource,673,46,1575.9,WH-MEL,14.09.2026,In Stock
SKU-500311,Product 312,Software,PrimeSource,684,36,1197.92,WH-SYD,24.10.2024,low
N/A,Product 313,accessory,Apex Supply,523,124,-250,WH-bne,32 Jan 2025,In Stock
SKU-500313,123456,Home,Nova Wholesale,999999,50 units,1476.34,WH-PER,12.12.2023,
SKU-500314,Product 315,electronics,Apex,0.5,-10,247.99,Melbourne WH,2024-12-20,In Stock
N/A,Product 316,electronics,,NaN,63,576.63,WH-MEL,00/00/0000,In Stock
SKU-500316,???,Electronics,Vertex Trading,604,25,1548.7,Warehouse 1,27.09.2024,In Stock
SKU-500317,Product 318,Electronics,PrimeSource,149,18,2245.47,WH-SYD,null,In Stock
SKU-500318,Product 319,Home,N/A,702,132,,,28.06.2024,In Stock
SKU 500319,Product 320,Electronics,Nova,,twenty,1328.15,WH-MEL,2021-09-18,INSTOCK
SKU-500320,Product 321,N/A,Nova Wholesale,,85,1031.99,WH-PER,03/11/2023,In Stock
,123456,Accessories,,NaN,twenty,2033.25,WH-MEL,2021/11/05,In Stock
SKU-????,Product 323,Office,unknown,702,147,"1,299.50",WH-BNE,2026-02-31,In Stock
SKU-500323,Product 324,electronic,GlobalParts,0.5,141,641.56,SYD,2026-09-11,In Stock
SKU-500324,Product 325,Office,PrimeSource,845,9999,443.75,Melbourne WH,none,In Stock
SKU-500325,Product 326,Accessories,PrimeSource,845,"1,000",2315.68,WH-ADE,2023-05-15,In Stock
SKU-500326,123456,Electronics,unknown,635,102,1824.22,ADE,null,In Stock
sku-500327,Product 328,Home,Apex Supply,431,25,1342.97,WH-BNE,unknown,In Stock
SKU-500328,Product 329,Software,Global Parts,899,,1059.78,WH-BNE,02/07/2023,N/A
SKU-500329,Product 330,Software,Nova Wholesale,778,66,,WH-MEL,2022-12-15,INSTOCK
SKU-500330,Product 331,Software,Metro Goods,91,148,447.7,WH-SYD,2025/10/22,Low Stock
SKU-500331,Product 332,Home,N/A,592,144,1633.93,Melbourne WH,null,In Stock
SKU-500332,Product 333,Accessories,Global Parts,692,9999,1817.24,WH-BNE,2026-02-31,In Stock
SKU-500333,Product 334,Home,,NaN,109,1848.6,WH-PER,02/05/2025,OOS
SKU-500334,Product 335,Accessories,Nova Wholesale,ten,81,576.06,WH-SYD,24.01.2023,0
SKU 500335,Product 336,Electronics,Vertex Trading,500 units,143,2287.26,WH-SYD,2022-07-22,In Stock
SKU-500336,Product 337,Home,Apex,624,98,47.2,WH-PER,11/04/2026,OOS
SKU-500337,Product 338,Accessories ,Vertex Trading,531,112,1254.61,WH-MEL,09 Mar 2026,in stock
SKU-500338,Unknown Item,Office,Nova Wholesale,160,25,2140.27,WH-ADE,00/00/0000,LOW STOCK 
SKU-500339,Unknown Item,Accessories,unknown,651,150,1714.54,WH-PER,21.08.2024,In Stock
SKU-500340,product 341,Office,Nova Wholesale,345,17,919.72,WH-MEL,2025/00/12,In Stock
SKU-500341,Product 342,Home & Living,PrimeSource,504,twenty,155.27,WH-BNE,02 Jun 2026,In Stock
SKU-500342,Product 343 ,Software,Global Parts,888,137,"1,299.50",WH-ADE,22 Jul 2021,In Stock
SKU-500343,Product 344,electronic,,0.5,"1,000",1065.83,WH-MEL,02-03-2024,LOW STOCK 
N/A,Product 345,Electronics,Vertex Trading,570,"1,000",449.56,WH-PER,2023-05-26,In Stock
SKU-500345,Product 346,Unknown,123,439,67,10O.50,WH-bne,missing,In Stock
SKU-500346,Product 347,Software,Metro Goods,0.5,19,"2 500,00",SYD,21/11/2023,Not Available
SKU-500347,Product 348,Office,unknown,415,122,-250,WH-SYD,14/05/2025,In Stock
SKU-500348,Product 349,Office,PrimeSource,117,136,258.28,WH-ADE,25/07/2022,Low Stock
sku-500349,Product 350,Home,Metro Goods,838,86,459.43,WH-SYD,30/08/2023,In Stock
SKU-500350,Product 351,Software,unknown,106,119,1527.14,WH-PER,29.07.2022,Low Stock
SKU-500351,Product 352,Electronics,Global Parts,-50,N/A,1107.4,Sydney Warehouse,25/09/2023,In Stock
SKU-500352,Product,Office,Apex,895,112,10O.50,WH-ADE,Feb 30 2025,unknown
SKU-500353,Product 354,,Apex Supply,662,86,18.29,WH-bne,not-a-date,unknown
SKU-500354,Product 355,,Vertex Trading,118,NaN,"2 500,00",WH-MEL,01-04-2022,LOW STOCK 
SKU-500355,Product 356,Home,Apex,608,133,1219.88,WH-BNE,NA,outofstock
SKU-500356,Product 357,Home,PrimeSource,656,1O,1520.17,WH-SYD,2025/00/12,In Stock
SKU-500357,Product 358,Software,Nova Wholesale,613,111,1289.97,WH-MEL,25.02.2022,In Stock
sku-500358,Product 359,Office,Metro Goods,822,149,2398.35,Sydney Warehouse,06-17-2024,
SKU 500359,N/A,Office,Global Parts,12,26,1089.02,,06-03-2026,Low Stock
SKU-500360,Product,Software,123,380,,450.72,SYD,Feb 30 2025,In Stock
SKU-500361,Product 362,Accessories,Apex Supply,819,35,107.91,WH-SYD,missing,low
SKU-500362,Unknown Item,Office,Nova,575,112,"2 500,00",wh-per ,21 Jul 2021,INSTOCK
NULL,Product 364,Software,Global Parts,67,58,1781.88,WH-PER,2021-08-27,Not Available
SKU-500364,Product 365,N/A,Global Parts,,52,,WH-ADE,2024-12-04,In Stock
,Product 366,Home,N/A,429,50 units,1266.44,WH-ADE,2023-04-21,In Stock
SKU-500366,Product 367,Electronics,Nova Wholesale,60,87,1764.56,WH-MEL,06-08-2021,Low Stock
SKU-500367,Product 368,Home,PrimeSource,522,55,1663.51,WH-MEL,17 Jul 2026,Available
SKU-500368,Product 369,,GlobalParts,614,1O,425.42,WH-BNE,07/06/2021,In Stock
SKU-500369,Product 370,electronic,PrimeSource,562,71,1605.43,WH-bne,02.01.2023,In Stock
SKU-500370,Product 371,Accessories,PrimeSource,378,118,1726.52,WH-ADE,21/07/2022,In Stock
SKU-500371,Product 372,OFFICE,PrimeSource,534,28,2273.22,WH-MEL,24/09/2022,unknown
SKU-????,Product 373,Office,Apex Supply,272,0,,WH-BNE,2024-09-03,Not Available
SKU-500373,Product 374,Office,unknown,ten,26,667.0,SYD,29/05/2021,In Stock
SKU-500374,Product  375,Accessories,Nova Wholesale,288,75,,WH-BNE,18.12.2024,In Stock
SKU-500375,Product 376,Home & Living,Nova,180,"1,000",FREE,ADE,25 Feb 2021,In Stock
SKU-500376,Product 377,Office,Apex,-1,N/A,1176.95,WH-BNE,2025-08-23,
SKU-500377,Product 378,Software,Apex Supply,163,21,,WH-MEL,25/07/2021,In Stock
N/A,Product 379,,unknown,884,32,936.49,WH-ADE,05/04/2026,
SKU-500379,Product 380,Accessories,Global Parts,ten,56,1230.19,WH-PER,2023/04/18,In Stock
NULL,Product 381,Home,Apex Supply,521,93,USD 120,ADE,99-99-9999,In Stock
SKU-500235,Product 236,Electronics,Apex,-1,109,1964.89,ADE,2026-13-44,In Stock
NULL,product 383,Office,Nova Wholesale,-1,9999,2288.67,WH-SYD,2025/03/15,In Stock
SKU-????,Product 384,Office,Vertex Trading,575,62,-250,ADE,07-14-2026,In Stock
sku-500384,,N/A,Apex Supply,747,140,FREE,WH-PER,04-17-2021,In Stock
SKU-500385,Product 386,Electronics,Nova Wholesale,496,142,N/A,WH-ADE,09-18-2023,In Stock
SKU-500386,Product 387,Home,Nova Wholesale,61,94,USD 120,WH-BNE,32 Jan 2025,Low Stock
SKU-????,Product 388,Home & Living,Global Parts,603,126,AUD 500,WH-SYD,29/02/2024,In Stock
SKU-500388,Product 389,Electronics,Vertex Trading,-1,-10,2092.31,WH-ADE,12/02/2026,In Stock
,Product 390,Home,N/A,845,108,920.86,WH-BNE,08-07-2025,In Stock
SKU-500390,N/A,Home,Apex Supply,,122,AUD 500,WH-MEL,2023-05-01,Low Stock
SKU-500391,Product 392,Accessories ,Metro Goods,NaN,69,1150.38,WH-BNE,-,in stock
SKU-500392,Product 393,Software,Metro Goods,999999,81,1425.67,WH-PER,19 May 2021,
SKU-500393,Product 394,Software,Nova Wholesale,-1,50 units,1319.63,WH-PER,2026/01/25,In Stock
SKU-500394,Product,Office,PrimeSource,500 units,,9999999,WH-PER,2021-01-01,In Stock
SKU-500395,Product 396,Accessories ,Vertex Trading,4,"1,000",130.46,ADE,2022/06/21,Low Stock
SKU-500396,Product 397,Electronics,Global Parts,705,40,737.75,wh-per ,17/04/2023,In Stock
SKU-500397,Product 398,Electronics,Nova Wholesale,ten,145,2235.41,WH-PER,2023-12-14,In Stock
sku-500398,Unknown Item,ELECTRONICS ,Metro Goods,719,67,,Warehouse 1,31/02/2026,In Stock
SKU-500399,Unknown Item,,Nova,127,109,1605.29,,2024/07/26,In Stock
SKU-500230,Product 231,Office,Metro Goods,194,109,656.05,WH-MEL,N/A,In Stock
SKU-500401,123456,Home,Nova Wholesale,162,"1,000",136.68,WH-ADE,null,In Stock
SKU-500402,123456,Software,GlobalParts,NaN,114,825.04,WH-SYD,11-15-2024,Low Stock
SKU-500403,Product 404,Software,Prime Source,1O0,120,1247.98,WH-MEL,2026/09/07,Available
SKU-500404,Product 405,Electronics,Nova Wholesale,731,1O,754.63,WH-ADE,2024/02/24,0
SKU-500405,Unknown Item,Office,unknown,864,104,2487.29,WH-PER,2023/08/13,LOW STOCK 
SKU-500406,Product 407,,Vertex Trading,766,38,"1.299,50",WH-BNE,2023-10-28,In Stock
NULL,Product 224,accessory,Global Parts,370,123,1472.09,WH-BNE,09.08.2024,Not Available
SKU-500408,N/A,Home,Apex Supply,91,N/A,9999999,ADE,2026-05-01,In Stock
SKU-500409,Product 410,Office,Nova Wholesale,161,129,FREE,WH-PER,2025/00/12,in stock
SKU-500410,Product 411,Home,PrimeSource,261,49,467.22,WH-PER,   ,In Stock
SKU-500411,Product 412,Software,,544,50,1203.49,WH-BNE,12.01.2021,In Stock
SKU-500412,Product 413,Office,Metro Goods,1O0,136,525.8,WH-MEL,2023-09-12,1
SKU-500413,Product 414,Office,Nova Wholesale,582,132,758.16,WH-MEL,18/03/2022,In Stock
SKU-500414,Product 415,Electronics,Apex Supply,687,114,,unknown,,In Stock
SKU 500133,Product 416,Home,Apex Supply,444,53,2217.45,WH-BNE,10-10-2021,In Stock
SKU-500416,Product 417,Electronics,Nova Wholesale,,80,383.71,SYD,21 Mar 2025,Low Stock
SKU-500417,Product 418,OFFICE,Prime Source,175,66,917.94,WH-MEL,null,In Stock
SKU-500418,Product 419,Office,Metro Goods,822,,219.05,WH-PER,28 Sep 2026,In Stock
SKU-500419,Product 420,Home,Vertex Trading,444,93,"1,299.50",unknown,10 Dec 2022,In Stock
SKU-500420,???,Software,Vertex Trading,535,75,10O.50,WH-BNE,04.05.2024,In Stock
,Product 422,Electronics,Vertex Trading,820,83,2117.09,WH-MEL,N/A,In Stock
SKU-500365,Product 366,Home,N/A,429,50 units,1266.44,WH-ADE,2023-04-21,In Stock
SKU-500423,Product 424,Office,PrimeSource,509,134,519.98,WH-BNE,   ,In Stock
SKU-500424,Product 425,N/A,PrimeSource,500 units,35,$99.99,ADE,2025-11-16,In Stock
SKU 500425,Product 426,Home & Living,Apex Supply,403,51,2460.1,WH-PER,01-16-2025,In Stock
sku-500426,Product 427,Office,PrimeSource,130,117,USD 120,Sydney Warehouse,03.01.2023,In Stock
SKU-500427,  Product 428  ,electronic,Nova Wholesale,173,17,1484.21,WH-MEL,09-20-2022,In Stock
SKU-500428,Product 429,Home,PrimeSource,799,0,874.4,WH-MEL,2023/08/05,In Stock
SKU-500429,Product 430,Software,PrimeSource,1O0,101,"1.299,50",WH-SYD,12-20-2023,Low Stock
SKU-500430,Product 431,electronics,Metro Goods,-1,107,1891.95,WH-bne,2024-09-23,In Stock
sku-500431,Product 432,Electronics,Global Parts,442,29,1225.15,wh-per ,2022/09/16,unknown
SKU-500432,Product 433,Office,Metro Goods,82,63,305.38,Melbourne WH,02.11.2025,1
SKU-500433,Product,Office,Apex Supply,373,-10,1433.1,WH-ADE,13.09.2021,In Stock
SKU-????,Product 435,Home & Living,,"1,200",107,2375.44,Warehouse 1,10/05/2026,In Stock
SKU-500282,Unknown Item,Electronics,Metro Goods,719,94,765.37,WH-ADE,2026-04-23,In Stock
SKU-500436,Product 437,Office,Vertex Trading,NaN,23,366.32,WH-BNE,2022/03/19,In Stock
sku-500437,Product 438,Office,Apex Supply,194,113,364.88,WH-PER,2022/02/13,In Stock
SKU-500438,Product 439,N/A,Apex,"1,200",148,1107.18,WH-MEL,09/11/2023,In Stock
SKU-500439,Product 440,Accessories,Nova Wholesale,820,46,200.14,WH-PER,28/04/2026,In Stock
SKU-????,N/A,Electronics,Global Parts ,"1,200",34,2225.47,ADE,2021-04-16,In Stock
SKU-500441,Product 442,Accessories,Apex Supply,166,NaN,"2 500,00",Warehouse 1,null,INSTOCK
SKU-500442,Product 443,Electronics,Nova Wholesale,-50,137,1053.14,,08 Dec 2022,unknown
SKU-500443,Product 444,N/A,PrimeSource,-50,26,1143.56,WH-ADE,23 Sep 2025,In Stock
SKU-????,123456,Office,N/A,1O0,82,,,02 Jul 2026,In Stock
sku-500445,123456,Accessories,123,500 units,-10,1470.93,WH-ADE,17/04/2024,In Stock
SKU-500446,Product 447,Accessories,Apex Supply,"1,200",N/A,305.48,WH-MEL,2022/06/03,In Stock
NULL,Product 448,Office,Metro Goods,547,83,2299.58,WH-SYD,2025-07-26,In Stock
SKU-500448,Product 449,Software,Metro Goods,-1,,2217.24,WH-SYD,06 Sep 2025,OOS
NULL,Product 450,N/A,Apex Supply,526,18,"1.299,50",WH-MEL,16 Nov 2024,In Stock
SKU-500450,,Accessories,Global Parts,488,124,N/A,SYD,20 Aug 2021,in stock
SKU-500451,Product 452,office supplies,Apex Supply,748,26,1402.34,WH-bne,2023-09-12,Not Available
SKU-500452,Product 453,Home,123,659,50 units,1573.13,Sydney Warehouse,2022-10-07,In Stock
SKU-500453,Product 454,Software,PrimeSource,NaN,147,1203.58,WH-BNE,99-99-9999,0
SKU-500454,Product 455,Software,Metro Goods,0.5,67,831.24,WH-SYD,2022-06-07,N/A
SKU-500455,Product 456,Accessories,unknown,206,twenty,1365.49,N/A,27.01.2024,In Stock
SKU-500456,product_name,Office,Nova Wholesale,1O0,0,416.08,WH-MEL,05/12/2025,low
SKU-500457,Product 458,Accessories,Nova,250,,,ADE,null,in stock
SKU-500458,Unknown Item,electronic,Vertex Trading,318,1O,10O.50,WH-MEL,20.06.2021,In Stock
SKU-500459,Product 460,Home,N/A,"1,200",71,1109.21,wh-per ,13/13/26,In Stock
SKU-500460,Product 461,Office,Nova,812,136,921.6,WH-PER,07.02.2026,In Stock
SKU-500461,Product 462,Accessories,Nova Wholesale,464,98,2006.1,WH-ADE,2021-08-24,In Stock
SKU-500462,Product 463,office supplies,Apex Supply,1O0,18,1689.15,WH-BNE,2025/05/29,In Stock
SKU-500463,Product 464,Home,PrimeSource,567,22,2367.94,WH-PER,,In Stock
SKU-500464,Product 465,Software,PrimeSource,614,99,1970.32,N/A,2023/06/05,In Stock
N/A,Product 466,Office,Prime Source,733,18,2115.61,WH-SYD,NULL,Not Available
SKU-500466,Product 467,Accessories,Apex Supply,735,124,866.18,WH-MEL,2026-05-01,In Stock
NULL,product_name,Accessories,Nova Wholesale,757,50 units,484.11,wh-per ,10-31-2023,In Stock
SKU-500468,Product 469,Home,Nova Wholesale,486,34,647.8,WH-SYD,11-28-2023,In Stock
SKU-500469,Product 470,electronic,Metro Goods,262,99,865.35,WH-ADE,07 Dec 2025,in stock
NULL,Product 471,soft ware,Apex Supply,782,117,692.96,WH-MEL,31/02/2026,LOW STOCK 
SKU-500471,Product 472,Electronics,PrimeSource,294,9999,1084.17,unknown,06-15-2026,In Stock
SKU-500472,Product 473,soft ware,Vertex Trading,272,111,-250,Sydney Warehouse,20.11.2025,In Stock
SKU-500473,Unknown Item,Home,Nova Wholesale,305,71,USD 120,WH-SYD,2024-05-05,In Stock
SKU-500474,Product 475,Accessories,Apex Supply,499,85,1422.82,WH-SYD,06-21-2021,In Stock
SKU-500090,Product 476,Accessories,Vertex Trading,180,9999,10O.50,WH-PER,23.12.2024,In Stock
SKU-500476,Product 477,Home,Global Parts,500 units,-10,745.46,Sydney Warehouse,02 Jul 2026,In Stock
SKU-500477,Product 478,Accessories,Vertex Trading,789,NaN,674.04,WH-PER,2026-03-01,In Stock
SKU-500478,Product 479,electronics,Apex Supply,NaN,127,USD 120,unknown,?,outofstock
SKU-500479,Product 480,ELECTRONICS ,PrimeSource,686,112,-250,WH-MEL,21 Sep 2024,In Stock
SKU-500480,Product 481,electronics,Vertex Trading,0.5,62,375.38,WH-ADE,04 Apr 2024,In Stock
SKU-500481,Product 482,Unknown,Metro Goods,814,59,2302.6,WH-PER,Feb 30 2025,INSTOCK
SKU-500482,N/A,ELECTRONICS ,Global Parts,167,twenty,FREE,WH-PER,2025-01-04,In Stock
SKU-500483,Product 484,Office,Apex Supply,553,9999,2358.59,Sydney Warehouse,2025/08/18,In Stock
SKU-500484,Product 485,Office,Metro Goods,312,130,,WH-BNE,   ,In Stock
SKU-????,,Home,Global Parts,66,NaN,"1.299,50",WH-PER,07 Sep 2022,
SKU-500486,product_name,electronic,PrimeSource,999999,53,1726.42,WH-MEL,2023-06-25,In Stock
SKU-500487,Product 488,Accessories,Vertex Trading,636,114,USD 120,WH-ADE,,In Stock
SKU-500488,Product 489,Accessories,Metro Goods,400,41,896.53,WH-PER,none,In Stock
SKU-500489,product_name,Software,,452,114,N/A,WH-ADE,25/07/2021,In Stock
SKU-500490,Product 491,office supplies,Apex,25,28,1232.52,unknown,06-08-2022,Low Stock
SKU-500491,Product 492,Accessories,Apex Supply,757,114,1871.44,WH-SYD,2023-03-15,In Stock
SKU-500492,product_name,Accessories,PrimeSource,N/A,116,333.65,WH-BNE,13/13/26,In Stock
SKU-500493,product_name,Office,N/A,-1,149,USD 120,Melbourne WH,07 Mar 2021,In Stock
SKU-500494,Product 495,Software,PrimeSource,1O0,-10,USD 120,SYD,23 Feb 2026,In Stock
SKU-500495,Product 496,Software,Nova Wholesale,200,66,2493.81,WH-BNE,19/05/2026,INSTOCK
SKU-500496,Product 497,Office,N/A,561,64,1773.01,WH-BNE,02/01/2023,In Stock
SKU-500497,Product 498,Office,123,23,107,54.95,unknown,2021-04-14,Low Stock
SKU-500498,Product 499,Software,Global Parts,858,116,10O.50,WH-SYD,26 Feb 2026,In Stock
SKU-500105,Product 500,Electronics,N/A,871,twenty,"1.299,50",WH-MEL,2026-13-44,In Stock
SKU-500500,???,Home,Vertex Trading,472,90,141.69,WH-PER,2026/07/04,In Stock
SKU-500501,product_name,,Nova,522,1O,,WH-ADE,2026/04/16,In Stock
SKU-500502,Product 503,Electronics,Nova,797,twenty,580.37,WH-bne,27 Nov 2023,In Stock
SKU-500503,Product 504,Electronics,Prime Source,1O0,NaN,2085.74,SYD,2024-10-06,In Stock
SKU-500504,Product 505,Electronics,Nova Wholesale,121,9999,317.85,ADE,2025-11-10,Low Stock
SKU-500505,Product 506,Software,Nova Wholesale,272,52,240.84,WH-BNE,2023-04-25,In Stock
N/A,???,Electronics,GlobalParts,530,145,186.21,WH-bne,2022/06/23,LOW STOCK 
SKU-500507,Product 508,Software,Vertex Trading,222,60,"1,299.50",WH-SYD,23 Jul 2026,low
SKU-500508,Product 509,Office,Vertex Trading,732,9999,-250,Warehouse 1,06 May 2026,1
SKU-500509,Product 510,Office,Metro Goods,156,NaN,2186.3,WH-MEL,09-21-2024,In Stock
sku-500510,Product 511,Accessories,Nova Wholesale,317,115,USD 120,,2026-08-29,In Stock
SKU-500511,Product 512,Accessories,Apex Supply,0.5,N/A,AUD 500,,2022/01/26,outofstock
SKU-500512,Product 513,Home,unknown,45,74,$99.99,WH-BNE,15/12/2021,LOW STOCK 
SKU-500513,Product 514,Accessories,Apex Supply,-1,101,"1,299.50",WH-SYD,06/07/2021,In Stock
SKU-500514,,accessory,Apex,597,110,1890.66,N/A,32 Jan 2025,LOW STOCK 
SKU-500515,Product 516,Accessories,Vertex Trading,314,126,1800.09,WH-PER,08 Jan 2022,Not Available
SKU-500516,Product 517,Electronics,Vertex Trading,313,90,1689.82,Warehouse 1,2022-10-26,Not Available
SKU-500517,123456,Accessories,Prime Source,500 units,145,1436.02,WH-PER,25 Feb 2024,Not Available
SKU-????,Product 519,Home,Nova Wholesale,523,22,752.91,unknown,08 Sep 2025,1
SKU-500519,N/A,Electronics,Vertex Trading,88,1O,1749.74,WH-MEL,2021/10/16,Low Stock
SKU-500520,Product 521,Home,Vertex Trading,167,N/A,1033.03,WH-BNE,11.06.2026,In Stock
SKU-500361,Product 362,Accessories,Apex Supply,819,35,107.91,WH-SYD,missing,low
SKU-500522,Product 523,OFFICE,PrimeSource,879,-10,2349.67,WH-MEL,30.05.2021,In Stock
SKU-500523,123456,Electronics,Nova Wholesale,204,85,1372.24,WH-BNE,14/07/2021,In Stock
SKU-500524,Product 525,Unknown,Apex Supply,363,67,883.42,WH-ADE,2025/06/16,In Stock
SKU-500525,Product 526,Electronics,,428,79,118.53,WH-BNE,2021/06/11,unknown
12345,Product 527,Software,N/A,21,-10,1234.86,WH-MEL,,outofstock
SKU-500527,Product 528,Home,Apex Supply,20,44,"1.299,50",WH-MEL,05/09/2021,Low Stock
SKU-500528,Product 529,Home & Living,GlobalParts,843,25,926.46,Warehouse 1,05/05/2021,1
SKU-500529,Product 530,electronic,PrimeSource,208,127,N/A,N/A,2021-10-16,In Stock
SKU-500530,Product 531,electronic,Nova Wholesale,787,134,2068.44,,2026/09/20,In Stock
SKU-500531,Product 532,Home,PrimeSource,882,108,FREE,WH-BNE,not-a-date,low
SKU-????,Product 533,Software,Nova,633,98,286.25,WH-ADE,24/01/2021,In Stock
SKU-500096,Product 97,N/A,Global Parts,639,N/A,1488.14,WH-PER,10-25-2023,In Stock
sku-500534,Product 535,Home,Vertex Trading,424,84,99.6,WH-BNE,2025/05/23,
SKU-500535,Product 536,Home,Global Parts,304,N/A,AUD 500,WH-ADE,2025/01/24,In Stock
SKU-500536,Product 537,Accessories,Vertex Trading,1O0,92,129.26,WH-ADE,NA,In Stock
SKU-500537,product_name,Accessories,Apex,440,117,1436.49,WH-bne,20.06.2026,In Stock
SKU-500538,Product 539,Office,PrimeSource,769,88,2375.85,WH-SYD,2021/03/13,In Stock
SKU-500021,Product 22,Software,Global Parts,527,103,731.37,unknown,05-09-2026,Available
